1605234040,"2020-11-13 02:20:40",0,159,3,2,0,13,3,4,1,3
1605225640,"2020-11-13 00:00:40",0,154,28.265198,27.265198,0,12,28,55,23,58
1605225700,"2020-11-13 00:01:40",0,159,22.346493,21.346493,0,13,22,43,20,51
1605225760,"2020-11-13 00:02:40",0,158,26.04147,25.04147,0,13,26,50,24,60
1605225820,"2020-11-13 00:03:40",0,158,21.91877,20.91877,0,13,22,42,20,50
1605225880,"2020-11-13 00:04:40",0,158,23.830112,22.830112,0,13,24,46,20,49
1605225940,"2020-11-13 00:05:40",0,158,22.248877,21.248877,0,13,22,42,20,51
1605226000,"2020-11-13 00:06:40",0,159,28.190273,27.190273,0,13,28,54,22,56
1605226060,"2020-11-13 00:07:40",0,159,24.770447,23.770447,0,13,25,48,20,50
1605226120,"2020-11-13 00:08:40",0,157,26.688587,25.688587,0,13,27,51,23,57
1605226180,"2020-11-13 00:09:40",0,158,24.199215,23.199215,0,13,24,46,22,55
1605226240,"2020-11-13 00:10:40",0,156,23.517593,22.517593,0,12,24,45,20,51
1605226300,"2020-11-13 00:11:40",0,160,19.785595,18.785595,0,13,20,38,18,44
1605226420,"2020-11-13 00:13:40",0,160,20.816164,19.816164,0,13,21,40,19,47
1605226540,"2020-11-13 00:15:40",0,159,21.038404,20.038404,0,13,21,40,19,48
1605226600,"2020-11-13 00:16:40",0,158,17.724298,16.724298,0,13,18,33,14,36
1605226660,"2020-11-13 00:17:40",0,162,19.714043,18.714043,0,13,20,37,18,44
1605226780,"2020-11-13 00:19:40",0,159,17.90204,16.90204,0,13,18,34,16,39
1605226840,"2020-11-13 00:20:40",0,160,21.103117,20.103117,0,13,21,40,19,48
1605226900,"2020-11-13 00:21:40",0,161,13.576473,12.576473,0,13,14,25,12,29
1605226960,"2020-11-13 00:22:40",0,157,19.876202,18.876202,0,13,20,38,17,44
1605227020,"2020-11-13 00:23:40",0,0,22.813282,21.813282,0,0,23,44,21,52
1605227080,"2020-11-13 00:24:40",0,157,20.401104,19.401104,0,13,20,39,18,46
1605227140,"2020-11-13 00:25:40",0,159,20.667486,19.667486,0,13,21,39,19,47
1605227200,"2020-11-13 00:26:40",0,162,16.38538,15.38538,0,13,16,31,14,36
1605227260,"2020-11-13 00:27:40",0,163,20.28336,19.28336,0,13,20,39,18,46
1605227320,"2020-11-13 00:28:40",0,158,17.499233,16.499233,0,13,17,33,15,37
1605227380,"2020-11-13 00:29:40",0,157,15.767841,14.767841,0,13,16,30,14,34
1605227440,"2020-11-13 00:30:40",0,159,15.264604,14.264604,0,13,15,29,13,33
1605227500,"2020-11-13 00:31:40",0,160,17.572012,16.572012,0,13,18,33,16,39
1605227560,"2020-11-13 00:32:40",0,159,18.764862,17.764862,0,13,19,36,16,39
1605227620,"2020-11-13 00:33:40",0,158,15.174325,14.174325,0,13,15,28,12,31
1605227680,"2020-11-13 00:34:40",0,161,14.251661,13.251661,0,13,14,27,12,31
1605227740,"2020-11-13 00:35:40",0,158,19.645864,18.645864,0,13,20,37,18,44
1605227800,"2020-11-13 00:36:40",0,160,16.386126,15.386126,0,13,16,31,14,34
1605227860,"2020-11-13 00:37:40",0,161,12.467098,11.467098,0,13,12,23,10,26
1605227920,"2020-11-13 00:38:40",0,158,13.060304,12.060304,0,13,13,24,10,25
1605227980,"2020-11-13 00:39:40",0,156,17.599705,16.599705,0,12,18,33,16,39
1605228040,"2020-11-13 00:40:40",0,161,12.669397,11.669397,0,13,13,23,8,19
1605228100,"2020-11-13 00:41:40",1,157,16.529781,15.529782,1,13,17,31,15,36
1605228160,"2020-11-13 00:42:40",0,157,15.130935,14.130935,0,13,15,28,11,27
1605228220,"2020-11-13 00:43:40",0,158,14.90652,13.90652,0,13,15,28,12,31
1605228280,"2020-11-13 00:44:40",0,158,13.371703,12.371703,0,13,13,25,11,27
1605228340,"2020-11-13 00:45:40",0,162,14.415252,13.415252,0,13,14,27,11,27
1605228400,"2020-11-13 00:46:40",0,157,13.394226,12.394226,0,13,13,25,11,28
1605228460,"2020-11-13 00:47:40",0,158,20.366232,19.366232,0,13,20,39,18,44
1605228640,"2020-11-13 00:50:40",0,161,15.400838,14.400838,0,13,15,29,13,34
1605228700,"2020-11-13 00:51:40",0,158,10.403223,9.403223,0,13,10,19,8,20
1605228760,"2020-11-13 00:52:40",0,161,14.154852,13.154852,0,13,14,26,11,29
1605228880,"2020-11-13 00:54:40",0,160,14.260176,13.260176,0,13,14,27,12,31
1605228940,"2020-11-13 00:55:40",0,159,13.421939,12.421939,0,13,13,25,11,28
1605229000,"2020-11-13 00:56:40",0,158,7.6052485,6.6052485,0,13,8,13,6,14
1605229060,"2020-11-13 00:57:40",0,157,8.66687,7.66687,0,13,9,15,7,17
1605229120,"2020-11-13 00:58:40",0,159,12.418972,11.418972,0,13,12,23,8,21
1605229180,"2020-11-13 00:59:40",0,156,6.4154,5.4154,0,12,6,11,4,11
1605229240,"2020-11-13 01:00:40",0,159,10.994009,9.994009,0,13,11,20,9,22
1605229300,"2020-11-13 01:01:40",0,158,11.605221,10.605221,0,13,12,21,9,22
1605229360,"2020-11-13 01:02:40",0,160,8.99985,7.9998503,0,13,9,16,7,17
1605229420,"2020-11-13 01:03:40",0,157,4.5985193,3.598519,0,13,5,7,3,6
1605229480,"2020-11-13 01:04:40",0,157,9.23917,8.23917,0,13,9,16,7,18
1605229540,"2020-11-13 01:05:40",0,156,7.4406853,6.4406853,0,12,7,13,4,11
1605229600,"2020-11-13 01:06:40",0,158,9.588978,8.588978,0,13,10,17,8,19
1605229660,"2020-11-13 01:07:40",0,157,12.964032,11.964032,0,13,13,24,11,27
1605229720,"2020-11-13 01:08:40",0,156,17.449,16.449,0,12,17,33,14,36
1605229840,"2020-11-13 01:10:40",0,156,9.398533,8.398533,0,12,9,17,7,18
1605229900,"2020-11-13 01:11:40",0,156,14.938719,13.938719,0,12,15,28,11,27
1605229960,"2020-11-13 01:12:40",0,162,6.4109206,5.4109206,0,13,6,11,4,11
1605230020,"2020-11-13 01:13:40",0,157,8.115057,7.1150575,0,13,8,14,6,15
1605230080,"2020-11-13 01:14:40",0,157,4.2783403,3.2783406,0,13,4,7,2,6
1605230140,"2020-11-13 01:15:40",0,159,11.201279,10.201279,0,13,11,20,7,18
1605230200,"2020-11-13 01:16:40",0,157,7.1307693,6.1307693,0,13,7,12,5,13
1605230260,"2020-11-13 01:17:40",0,159,5.4856863,4.4856863,0,13,5,9,3,9
1605230320,"2020-11-13 01:18:40",0,159,7.250791,6.250791,0,13,7,13,5,13
1605230380,"2020-11-13 01:19:40",0,155,4.5964475,3.5964475,0,12,5,7,3,6
1605230440,"2020-11-13 01:20:40",0,157,11.655567,10.655567,0,13,12,21,8,19
1605230500,"2020-11-13 01:21:40",0,154,8.363489,7.3634887,0,12,8,15,6,16
1605230560,"2020-11-13 01:22:40",0,159,3.2618546,2.2618546,0,13,3,5,1,3
1605230620,"2020-11-13 01:23:40",0,154,7.8989496,6.8989496,0,12,8,14,5,13
1605230680,"2020-11-13 01:24:40",0,159,4.9204216,3.9204218,0,13,5,8,3,7
1605230740,"2020-11-13 01:25:40",0,156,4.847388,3.8473878,0,12,5,8,3,7
1605230800,"2020-11-13 01:26:40",0,158,7.0215964,6.0215964,0,13,7,12,5,13
1605230860,"2020-11-13 01:27:40",0,157,6.3493643,5.3493643,0,13,6,11,4,11
1605230920,"2020-11-13 01:28:40",0,161,4.37717,3.37717,0,13,4,7,2,6
1605230980,"2020-11-13 01:29:40",0,156,9.159992,8.159992,0,12,9,16,7,18
1605231040,"2020-11-13 01:30:40",0,156,9.68417,8.68417,0,12,10,17,8,19
1605231100,"2020-11-13 01:31:40",0,157,5.0372148,4.0372148,0,13,5,8,3,8
1605231160,"2020-11-13 01:32:40",0,161,8.52894,7.52894,0,13,9,15,7,16
1605231220,"2020-11-13 01:33:40",0,161,5.1488156,4.1488156,0,13,5,8,3,8
1605231340,"2020-11-13 01:35:40",0,157,12.325153,11.325153,0,13,12,23,8,20
1605231400,"2020-11-13 01:36:40",0,160,4.8134513,3.8134513,0,13,5,8,3,7
1605231460,"2020-11-13 01:37:40",0,156,5.962117,4.962117,0,12,6,10,4,10
1605231520,"2020-11-13 01:38:40",0,160,3.009529,2.009529,0,13,3,4,1,3
1605231580,"2020-11-13 01:39:40",0,157,4.25071,3.25071,0,13,4,7,1,4
1605231640,"2020-11-13 01:40:40",0,155,8.990707,7.990708,0,12,9,16,7,17
1605231700,"2020-11-13 01:41:40",0,159,8.588825,7.5888247,0,13,9,15,7,16
1605231760,"2020-11-13 01:42:40",0,155,3.2625775,2.2625775,0,12,3,5,1,3
1605231820,"2020-11-13 01:43:40",0,156,5.368635,4.368635,0,12,5,9,2,5
1605231880,"2020-11-13 01:44:40",0,159,6.3237453,5.3237453,0,13,6,11,3,6
1605231940,"2020-11-13 01:45:40",0,159,3,2,0,13,3,4,1,3
1605232000,"2020-11-13 01:46:40",0,155,4.634786,3.6347861,0,12,5,7,3,7
1605232060,"2020-11-13 01:47:40",0,160,4.606445,3.6064448,0,13,5,7,3,7
1605232120,"2020-11-13 01:48:40",0,159,4.8882113,3.8882115,0,13,5,8,3,7
1605232180,"2020-11-13 01:49:40",0,158,6.9075127,5.9075127,0,13,7,12,5,12
1605232240,"2020-11-13 01:50:40",0,158,8.194019,7.19402,0,13,8,14,6,15
1605232300,"2020-11-13 01:51:40",0,160,3.562533,2.562533,0,13,4,5,2,4
1605232360,"2020-11-13 01:52:40",0,160,7.7248206,3.8812366,0,13,8,8,3,7
1605232420,"2020-11-13 01:53:40",0,158,3.0301251,2.0301251,0,13,3,4,1,3
1605232480,"2020-11-13 01:54:40",0,156,6.7163973,5.7163973,0,12,7,11,5,12
1605232540,"2020-11-13 01:55:40",0,162,7.1160445,6.1160445,0,13,7,12,5,13
1605232600,"2020-11-13 01:56:40",0,159,4.139214,3.139214,0,13,4,6,2,5
1605232660,"2020-11-13 01:57:40",0,159,3,2,0,13,3,4,1,3
1605232720,"2020-11-13 01:58:40",0,159,3.2916155,2.2916155,0,13,3,5,1,3
1605232780,"2020-11-13 01:59:40",0,158,6.8960147,5.8960147,0,13,7,12,5,12
1605232840,"2020-11-13 02:00:40",0,163,3.0011423,2.0011423,0,13,3,4,1,3
1605232900,"2020-11-13 02:01:40",0,159,3,2,0,13,3,4,1,3
1605232960,"2020-11-13 02:02:40",0,157,3,2,0,13,3,4,1,3
1605233020,"2020-11-13 02:03:40",0,158,3,2,0,13,3,4,1,3
1605233080,"2020-11-13 02:04:40",0,159,3,2,0,13,3,4,1,3
1605233140,"2020-11-13 02:05:40",0,156,4.854353,3.8543532,0,12,5,8,3,7
1605233200,"2020-11-13 02:06:40",0,161,3,2,0,13,3,4,1,3
1605233260,"2020-11-13 02:07:40",0,163,3,2,0,13,3,4,1,3
1605233320,"2020-11-13 02:08:40",0,159,4.4732604,3.4732604,0,13,4,7,2,6
