timestamp,date,latitude,longitude
1592125134,"2020-06-14 08:58:54",37.29206,-6.059203
1592125164,"2020-06-14 08:59:24",37.288362,-6.061311
1592125178,"2020-06-14 08:59:38",37.287622,-6.06166
1592125196,"2020-06-14 08:59:56",37.28492,-6.062356
1592125227,"2020-06-14 09:00:27",37.281462,-6.062256
1592125258,"2020-06-14 09:00:58",37.277315,-6.06272
1592125266,"2020-06-14 09:01:06",37.275418,-6.062772
1592125289,"2020-06-14 09:01:29",37.272857,-6.062571
1592125319,"2020-06-14 09:01:59",37.270136,-6.064221
1592125352,"2020-06-14 09:02:32",37.267151,-6.065139
1592125383,"2020-06-14 09:03:03",37.266713,-6.064646
1592125391,"2020-06-14 09:03:11",37.266566,-6.064227
1592125446,"2020-06-14 09:04:06",37.266653,-6.062912
1592125477,"2020-06-14 09:04:37",37.265665,-6.062575
1592125483,"2020-06-14 09:04:43",37.264969,-6.062654
1592125508,"2020-06-14 09:05:08",37.264259,-6.061874
1592125519,"2020-06-14 09:05:19",37.263388,-6.061841
1592125561,"2020-06-14 09:06:01",37.264395,-6.060791
1592125573,"2020-06-14 09:06:13",37.264582,-6.06031
1592125626,"2020-06-14 09:07:06",37.264834,-6.060129
1592125698,"2020-06-14 09:08:18",37.265058,-6.060457
1592125730,"2020-06-14 09:08:50",37.264911,-6.059978
1592125745,"2020-06-14 09:09:05",37.265249,-6.059888
1592125795,"2020-06-14 09:09:55",37.265792,-6.059547
1592125829,"2020-06-14 09:10:29",37.2664,-6.059423
1592125863,"2020-06-14 09:11:03",37.266927,-6.060119
1592125885,"2020-06-14 09:11:25",37.266866,-6.059335
1592125919,"2020-06-14 09:11:59",37.267704,-6.058848
1592125952,"2020-06-14 09:12:32",37.267981,-6.059811
1592125978,"2020-06-14 09:12:58",37.26802,-6.058519
1592125986,"2020-06-14 09:13:06",37.267765,-6.05968
1592126010,"2020-06-14 09:13:30",37.268507,-6.058184
1592126042,"2020-06-14 09:14:02",37.269323,-6.057902
1592126123,"2020-06-14 09:15:23",37.269764,-6.057469
1592126169,"2020-06-14 09:16:09",37.270236,-6.056905
1592126225,"2020-06-14 09:17:05",37.270781,-6.056392
1592126263,"2020-06-14 09:17:43",37.271414,-6.056266
1592126298,"2020-06-14 09:18:18",37.271785,-6.055942
1592126355,"2020-06-14 09:19:15",37.272719,-6.05546
1592126404,"2020-06-14 09:20:04",37.273136,-6.054734
1592126447,"2020-06-14 09:20:47",37.27363,-6.054321
1592126481,"2020-06-14 09:21:21",37.274218,-6.054448
1592126516,"2020-06-14 09:21:56",37.274682,-6.054179
1592126550,"2020-06-14 09:22:30",37.275086,-6.053831
1592126583,"2020-06-14 09:23:03",37.274631,-6.058476
1592126606,"2020-06-14 09:23:26",37.274708,-6.054227
1592126640,"2020-06-14 09:24:00",37.276377,-6.053241
1592126675,"2020-06-14 09:24:35",37.276738,-6.052774
1592126727,"2020-06-14 09:25:27",37.278014,-6.05181
1592126767,"2020-06-14 09:26:07",37.277996,-6.052496
1592126811,"2020-06-14 09:26:51",37.278705,-6.052538
1592126826,"2020-06-14 09:27:06",37.279286,-6.052627
1592126859,"2020-06-14 09:27:39",37.279159,-6.052322
1592126890,"2020-06-14 09:28:10",37.279538,-6.051943
1592126921,"2020-06-14 09:28:41",37.279226,-6.051415
1592126943,"2020-06-14 09:29:03",37.279435,-6.051032
1592126985,"2020-06-14 09:29:45",37.279732,-6.050923
1592127050,"2020-06-14 09:30:50",37.28015,-6.050636
1592127081,"2020-06-14 09:31:21",37.280673,-6.050401
1592127090,"2020-06-14 09:31:30",37.28087,-6.050066
1592127143,"2020-06-14 09:32:23",37.282547,-6.050616
1592127176,"2020-06-14 09:32:56",37.28191,-6.049499
1592127212,"2020-06-14 09:33:32",37.282598,-6.049071
1592127267,"2020-06-14 09:34:27",37.283313,-6.049037
1592127301,"2020-06-14 09:35:01",37.283774,-6.04923
1592127332,"2020-06-14 09:35:32",37.283357,-6.049192
1592127339,"2020-06-14 09:35:39",37.284223,-6.048754
1592127364,"2020-06-14 09:36:04",37.284801,-6.049542
1592127395,"2020-06-14 09:36:35",37.2851,-6.049137
1592127426,"2020-06-14 09:37:06",37.285856,-6.04899
1592127458,"2020-06-14 09:37:38",37.285402,-6.048682
1592127483,"2020-06-14 09:38:03",37.286188,-6.048557
1592127521,"2020-06-14 09:38:41",37.286704,-6.04842
1592127546,"2020-06-14 09:39:06",37.287121,-6.048433
1592127587,"2020-06-14 09:39:47",37.287682,-6.048296
1592127620,"2020-06-14 09:40:20",37.288141,-6.047905
1592127654,"2020-06-14 09:40:54",37.288491,-6.047911
1592127688,"2020-06-14 09:41:28",37.289095,-6.04765
1592127720,"2020-06-14 09:42:00",37.289615,-6.047615
1592127753,"2020-06-14 09:42:33",37.290039,-6.047522
1592127785,"2020-06-14 09:43:05",37.290357,-6.047479
1592127816,"2020-06-14 09:43:36",37.290837,-6.047337
1592127844,"2020-06-14 09:44:04",37.29127,-6.04717
1592127878,"2020-06-14 09:44:38",37.290156,-6.047356
1592127910,"2020-06-14 09:45:10",37.291746,-6.047046
1592127916,"2020-06-14 09:45:16",37.292301,-6.047064
1592127964,"2020-06-14 09:46:04",37.292895,-6.046651
1592128005,"2020-06-14 09:46:45",37.293618,-6.04646
1592128038,"2020-06-14 09:47:18",37.294043,-6.046045
1592128074,"2020-06-14 09:47:54",37.294321,-6.045689
1592128105,"2020-06-14 09:48:25",37.294949,-6.045616
1592128143,"2020-06-14 09:49:03",37.29461,-6.045573
1592128196,"2020-06-14 09:49:56",37.294351,-6.045961
1592128229,"2020-06-14 09:50:29",37.2946,-6.045822
1592128293,"2020-06-14 09:51:33",37.2942,-6.045961
1592128356,"2020-06-14 09:52:36",37.291187,-6.046561
