1593308035,"2020-06-28 01:33:55",37.379362,-6.040397
1593308053,"2020-06-28 01:34:13",37.379481,-6.041014
1593310436,"2020-06-28 02:13:56",37.379362,-6.040397
1593313704,"2020-06-28 03:08:24",37.379362,-6.040397
1593316659,"2020-06-28 03:57:39",37.379362,-6.040397
1593321678,"2020-06-28 05:21:18",37.379362,-6.040397
1593322484,"2020-06-28 05:34:44",37.379362,-6.040397
1593322499,"2020-06-28 05:34:59",37.379377,-6.040264
1593324606,"2020-06-28 06:10:06",37.379377,-6.040264
1593328957,"2020-06-28 07:22:37",37.379377,-6.040264
1593330947,"2020-06-28 07:55:47",37.379377,-6.040264
1593331652,"2020-06-28 08:07:32",37.379356,-6.040404
1593332084,"2020-06-28 08:14:44",37.379047,-6.040852
1593332133,"2020-06-28 08:15:33",37.379355,-6.040402
1593332287,"2020-06-28 08:18:07",37.379644,-6.039795
1593332318,"2020-06-28 08:18:38",37.379355,-6.040403
